PWP,H3,,MS,H3,,VWC,H3
16:41.0,0.36452,,,,,,
16:42.0,0.36494,,,,,,
16:43.0,0.3654,,,,,,
16:44.0,0.36555,,,,,,
16:45.0,0.36575,,,,,,
16:46.0,0.36595,,,,,,
16:47.0,0.36595,,,,,,
16:48.0,0.36581,,,,,,
16:49.0,0.36588,,,,,,
16:50.0,0.36585,,,,,,
16:51.0,0.36563,,,,,,
16:52.0,0.36602,,,,,,
16:53.0,0.36602,,,,,,
16:54.0,0.36563,,,,,,
16:55.0,0.36597,,,,,,
16:56.0,0.36643,,,,,,
16:57.0,0.36619,,,,,,
16:58.0,0.3659,,,,,,
16:59.0,0.36618,,,,,,
17:00.0,0.36611,,,,,,
17:01.0,0.3659,,,,,,
17:02.0,0.36663,,,,,,
17:03.0,0.36632,,,,,,
17:04.0,0.36638,,,,,,
17:05.0,0.36669,,,,,,
17:06.0,0.36654,,,,,,
17:07.0,0.36706,,,,,,
17:08.0,0.36686,,,,,,
17:09.0,0.36764,,,,,,
17:10.0,0.36773,,,,,,
17:11.0,0.3679,,,,,,
17:12.0,0.36826,,,,,,
17:13.0,0.36821,,,,,,
17:14.0,0.36749,,,,,,
17:15.0,0.36754,,,,,,
17:16.0,0.36708,,,,,,
17:17.0,0.36611,,,,,,
17:18.0,0.36615,,,,,,
17:19.0,0.36633,,,,,,
17:20.0,0.36662,,,,,,
17:21.0,0.36669,,,,,,
17:22.0,0.36633,,,,,,
17:23.0,0.36629,,,,,,
17:24.0,0.36704,,,,,,
17:25.0,0.36665,,,,,,
17:26.0,0.36713,,,,,,
17:27.0,0.36733,,,,,,
17:28.0,0.36748,,,,,,
17:29.0,0.3674,,,,,,
17:30.0,0.36768,,,,,,
17:31.0,0.36798,,,,,,
17:32.0,0.36784,,,,,,
17:33.0,0.36818,,,,,,
17:34.0,0.36784,,,,,,
17:35.0,0.3673,,,,,,
17:36.0,0.36686,,,,,,
17:37.0,0.36695,,,,,,
17:38.0,0.36708,,,,,,
17:39.0,0.36778,,,,,,
17:40.0,0.36838,,,,,,
17:41.0,0.36804,,,,,,
17:42.0,0.36817,,,,,,
17:43.0,0.36765,,,,,,
17:44.0,0.36737,,,,,,
17:45.0,0.36708,,,,,,
17:46.0,0.36661,,,,,,
17:47.0,0.36611,,,,,,
17:48.0,0.36601,,,,,,
17:49.0,0.36622,,,,,,
17:50.0,0.36651,,,,,,
17:51.0,0.36715,,,,,,
17:52.0,0.36741,,,,,,
17:53.0,0.36758,,,,,,
17:54.0,0.36787,,,,,,
17:55.0,0.36821,,,,,,
17:56.0,0.36856,,,,,,
17:57.0,0.36876,,,,,,
17:58.0,0.36888,,,,,,
17:59.0,0.36885,,,,,,
18:00.0,0.36879,,,,,,
18:01.0,0.36883,,,,,,
18:02.0,0.36906,,,,,,
18:03.0,0.36894,,,,,,
18:04.0,0.36848,,,,,,
18:05.0,0.36877,,,,,,
18:06.0,0.3687,,,,,,
18:07.0,0.36882,,,,,,
18:08.0,0.36936,,,,,,
18:09.0,0.3697,,,,,,
18:10.0,0.37014,,,,,,
18:11.0,0.36995,,,,,,
18:12.0,0.36978,,,,,,
18:13.0,0.36993,,,,,,
18:14.0,0.36957,,,,,,
18:15.0,0.36948,,,,,,
18:16.0,0.37029,,,,,,
18:17.0,0.37057,,,,,,
18:18.0,0.37044,,,,,,
18:19.0,0.37054,,,,,,
18:20.0,0.37057,,,,,,
18:21.0,0.37085,,,,,,
18:22.0,0.37095,,,,,,
18:23.0,0.37063,,,,,,
18:24.0,0.37067,,,,,,
18:25.0,0.37076,,,,,,
18:26.0,0.37077,,,,,,
18:27.0,0.37126,,,,,,
18:28.0,0.37116,,,,,,
18:29.0,0.37128,,,,,,
18:30.0,0.37125,,,,,,
18:31.0,0.3713,,,,,,
18:32.0,0.37155,,,,,,
18:33.0,0.37161,,,,,,
18:34.0,0.37161,,,,,,
18:35.0,0.37187,,,,,,
18:36.0,0.37218,,,,,,
18:37.0,0.37188,,,,,,
18:38.0,0.3727,,,,,,
18:39.0,0.37273,,,,,,
18:40.0,0.3728,,,,,,
18:41.0,0.3732,,,,,,
18:42.0,0.37293,,,,,,
18:43.0,0.37313,,,,,,
18:44.0,0.37308,,,,,,
18:45.0,0.37327,,,,,,
18:46.0,0.37306,,,,,,
18:47.0,0.37266,,,,,,
18:48.0,0.37271,,,,,,
18:49.0,0.37247,,,,,,
18:50.0,0.3726,,,,,,
18:51.0,0.37234,,,,,,
18:52.0,0.37182,,,,,,
18:53.0,0.3714,,,,,,
18:54.0,0.37204,,,,,,
18:55.0,0.37188,,,,,,
18:56.0,0.37201,,,,,,
18:57.0,0.37211,,,,,,
18:58.0,0.37179,,,,,,
18:59.0,0.37179,,,,,,
19:00.0,0.37178,,,,,,
19:01.0,0.37165,,,,,,
19:02.0,0.37194,,,,,,
19:03.0,0.37173,,,,,,
19:04.0,0.37221,,,,,,
19:05.0,0.3716,,,,,,
19:06.0,0.37192,,,,,,
19:07.0,0.37223,,,,,,
19:08.0,0.37211,,,,,,
19:09.0,0.37231,,,,,,
19:10.0,0.37243,,,,,,
19:11.0,0.37257,,,,,,
19:12.0,0.37247,,,,,,
19:13.0,0.37285,,,,,,
19:14.0,0.37295,,,,,,
19:15.0,0.37267,,,,,,
19:16.0,0.37295,,,,,,
19:17.0,0.37298,,,,,,
19:18.0,0.37297,,,,,,
19:19.0,0.37291,,,,,,
19:20.0,0.37301,,,,,,
19:21.0,0.37293,,,,,,
19:22.0,0.3729,,,,,,
19:23.0,0.37341,,,,,,
19:24.0,0.37326,,,,,,
19:25.0,0.3731,,,,,,
19:26.0,0.37312,,,,,,
19:27.0,0.37327,,,,,,
19:28.0,0.37316,,,,,,
19:29.0,0.37359,,,,,,
19:30.0,0.37352,,,,,,
19:31.0,0.37312,,,,,,
19:32.0,0.37348,,,,,,
19:33.0,0.37326,,,,,,
19:34.0,0.37328,,,,,,
19:35.0,0.37355,,,,,,
19:36.0,0.37381,,,,,,
19:37.0,0.37437,,,,,,
19:38.0,0.37437,,,,,,
19:39.0,0.37438,,,,,,
19:40.0,0.37438,,,,,,
19:41.0,0.37444,,,,,,
19:42.0,0.37468,,,,,,
19:43.0,0.37473,,,,,,
19:44.0,0.37496,,,,,,
19:45.0,0.3753,,,,,,
19:46.0,0.37549,,,,,,
19:47.0,0.37588,,,,,,
19:48.0,0.37573,,,,,,
19:49.0,0.37613,,,,,,
19:50.0,0.376,,,,,,
19:51.0,0.37616,,,,,,
19:52.0,0.37617,,,,,,
19:53.0,0.37572,,,,,,
19:54.0,0.37599,,,,,,
19:55.0,0.37633,,,,,,
19:56.0,0.37622,,,,,,
19:57.0,0.3763,,,,,,
19:58.0,0.37658,,,,,,
19:59.0,0.37689,,,,,,
20:00.0,0.37652,,,,,,
20:01.0,0.37679,,,,,,
20:02.0,0.37692,,,,,,
20:03.0,0.37715,,,,,,
20:04.0,0.37726,,,,,,
20:05.0,0.37754,,,,,,
20:06.0,0.37716,,,,,,
20:07.0,0.37716,,,,,,
20:08.0,0.37729,,,,,,
20:09.0,0.37748,,,,,,
20:10.0,0.37806,,,,,,
20:11.0,0.378,,,,,,
20:12.0,0.37794,,,,,,
20:13.0,0.37766,,,,,,
20:14.0,0.37789,,,,,,
20:15.0,0.37749,,,,,,
20:16.0,0.37755,,,,,,
20:17.0,0.37766,,,,,,
20:18.0,0.37762,,,,,,
20:19.0,0.37763,,,,,,
20:20.0,0.37752,,,,,,
20:21.0,0.37784,,,,,,
20:22.0,0.37776,,,,,,
20:23.0,0.37779,,,,,,
20:24.0,0.37813,,,,,,
20:25.0,0.37842,,,,,,
20:26.0,0.37852,,,,,,
20:27.0,0.37844,,,,,,
20:28.0,0.37868,,,,,,
20:29.0,0.37861,,,,,,
20:30.0,0.37832,,,,,,
20:31.0,0.37819,,,,,,
20:32.0,0.37796,,,,,,
20:33.0,0.37775,,,,,,
20:34.0,0.37767,,,,,,
20:35.0,0.37816,,,,,,
20:36.0,0.37826,,,,,,
20:37.0,0.37795,,,,,,
20:38.0,0.37814,,,,,,
20:39.0,0.37801,,,,,,
20:40.0,0.37805,,,,,,
20:41.0,0.37813,,,,,,
20:42.0,0.37799,,,,,,
20:43.0,0.37834,,,,,,
20:44.0,0.37761,,,,,,
20:45.0,0.37749,,,,,,
20:46.0,0.37776,,,,,,
20:47.0,0.37835,,,,,,
20:48.0,0.37927,,,,,,
20:49.0,0.37931,,,,,,
20:50.0,0.3793,,,,,,
20:51.0,0.3786,,,,,,
20:52.0,0.37811,,,,,,
20:53.0,0.37748,,,,,,
20:54.0,0.37815,,,,,,
20:55.0,0.37868,,,,,,
20:56.0,0.37768,,,,,,
20:57.0,0.37815,,,,,,
20:58.0,0.37786,,,,,,
20:59.0,0.37715,,,,,,
21:00.0,0.37895,,,,,,
21:01.0,0.3787,,,,,,
21:02.0,0.37784,,,,,,
21:03.0,0.37843,,,,,,
21:04.0,0.37826,,,,,,
21:05.0,0.37911,,,,,,
21:06.0,0.37838,,,,,,
21:07.0,0.37784,,,,,,
21:08.0,0.37704,,,,,,
21:09.0,0.37599,,,,,,
21:10.0,0.37873,,,,,,
21:11.0,0.37864,,,,,,
21:12.0,0.37892,,,,,,
21:13.0,0.37941,,,,,,
21:14.0,0.3791,,,,,,
21:15.0,0.3792,,,,,,
21:16.0,0.37871,,,,,,
21:17.0,0.37765,,,,,,
21:18.0,0.37848,,,,,,
21:19.0,0.38067,,,,,,
21:20.0,0.38085,,,,,,
21:21.0,0.37945,,,,,,
21:22.0,0.37923,,,,,,
21:23.0,0.38043,,,,,,
21:24.0,0.38165,,,,,,
21:25.0,0.38181,,,,,,
21:26.0,0.38308,,,,,,
21:27.0,0.38337,,,,,,
21:28.0,0.38306,,,,,,
21:29.0,0.38338,,,,,,
21:30.0,0.38297,,,,,,
21:31.0,0.38311,,,,,,
21:32.0,0.38283,,,,,,
21:33.0,0.38321,,,,,,
21:34.0,0.38308,,,,,,
21:35.0,0.38274,,,,,,
21:36.0,0.38294,,,,,,
21:37.0,0.38276,,,,,,
21:38.0,0.38231,,,,,,
21:39.0,0.38217,,,,,,
21:40.0,0.38223,,,,,,
21:41.0,0.38254,,,,,,
21:42.0,0.38214,,,,,,
21:43.0,0.381,,,,,,
21:44.0,0.38155,,,,,,
21:45.0,0.38225,,,,,,
21:46.0,0.38241,,,,,,
21:47.0,0.38123,,,,,,
21:48.0,0.38025,,,,,,
21:49.0,0.38086,,,,,,
21:50.0,0.3812,,,,,,
21:51.0,0.38055,,,,,,
21:52.0,0.38097,,,,,,
21:53.0,0.38378,,,,,,
21:54.0,0.38391,,,,,,
21:55.0,0.38518,,,,,,
21:56.0,0.38578,,,,,,
21:57.0,0.385,,,,,,
21:58.0,0.38468,,,,,,
21:59.0,0.38537,,,,,,
22:00.0,0.38478,,,,,,
22:01.0,0.38497,,,,,,
22:02.0,0.38501,,,,,,
22:03.0,0.38392,,,,,,
22:04.0,0.38378,,,,,,
22:05.0,0.38434,,,,,,
22:06.0,0.38422,,,,,,
22:07.0,0.38427,,,,,,
22:08.0,0.38507,,,,,,
22:09.0,0.3852,,,,,,
22:10.0,0.3855,,,,,,
22:11.0,0.38575,,,,,,
22:12.0,0.38574,,,,,,
22:13.0,0.38601,,,,,,
22:14.0,0.38611,,,,,,
22:15.0,0.38619,,,,,,
22:16.0,0.38646,,,,,,
22:17.0,0.38613,,,,,,
22:18.0,0.38663,,,,,,
22:19.0,0.38703,,,,,,
22:20.0,0.38663,,,,,,
22:21.0,0.38652,,,,,,
22:22.0,0.38602,,,,,,
22:23.0,0.38621,,,,,,
22:24.0,0.38622,,,,,,
22:25.0,0.38624,,,,,,
22:26.0,0.38637,,,,,,
22:27.0,0.38654,,,,,,
22:28.0,0.38619,,,,,,
22:29.0,0.38661,,,,,,
22:30.0,0.3869,,,,,,
22:31.0,0.38736,,,,,,
22:32.0,0.38655,,,,,,
22:33.0,0.38677,,,,,,
22:34.0,0.38678,,,,,,
22:35.0,0.38676,,,,,,
22:36.0,0.3868,,,,,,
22:37.0,0.38666,,,,,,
22:38.0,0.38662,,,,,,
22:39.0,0.38651,,,,,,
22:40.0,0.38651,,,,,,
22:41.0,0.38687,,,,,,
22:42.0,0.38704,,,,,,
22:43.0,0.38744,,,,,,
22:44.0,0.38762,,,,,,
22:45.0,0.38746,,,,,,
22:46.0,0.38772,,,,,,
22:47.0,0.3871,,,,,,
22:48.0,0.38701,,,,,,
22:49.0,0.38713,,,,,,
22:50.0,0.38675,,,,,,
22:51.0,0.38756,,,,,,
22:52.0,0.38807,,,,,,
22:53.0,0.38814,,,,,,
22:54.0,0.38835,,,,,,
22:55.0,0.38866,,,,,,
22:56.0,0.38857,,,,,,
22:57.0,0.38895,,,,,,
22:58.0,0.38951,,,,,,
22:59.0,0.38953,,,,,,
23:00.0,0.38915,,,,,,
23:01.0,0.38903,,,,,,
23:02.0,0.38932,,,,,,
23:03.0,0.38974,,,,,,
23:04.0,0.3901,,,,,,
23:05.0,0.38975,,,,,,
23:06.0,0.38968,,,,,,
23:07.0,0.38951,,,,,,
23:08.0,0.38926,,,,,,
23:09.0,0.38958,,,,,,
23:10.0,0.3894,,,,,,
23:11.0,0.38939,,,,,,
23:12.0,0.3896,,,,,,
23:13.0,0.3892,,,,,,
23:14.0,0.38868,,,,,,
23:15.0,0.38837,,,,,,
23:16.0,0.38743,,,,,,
23:17.0,0.38702,,,,,,
23:18.0,0.3872,,,,,,
23:19.0,0.38757,,,,,,
23:20.0,0.38803,,,,,,
23:21.0,0.3875,,,,,,
23:22.0,0.38799,,,,,,
23:23.0,0.38761,,,,,,
23:24.0,0.38751,,,,,,
23:25.0,0.38777,,,,,,
23:26.0,0.3874,,,,,,
23:27.0,0.38772,,,,,,
23:28.0,0.38758,,,,,,
23:29.0,0.38765,,,,,,
23:30.0,0.38752,,,,,,
23:31.0,0.38656,,,,,,
23:32.0,0.38784,,,,,,
23:33.0,0.38877,,,,,,
23:34.0,0.38877,,,,,,
23:35.0,0.38916,,,,,,
23:36.0,0.38939,,,,,,
23:37.0,0.38916,,,,,,
23:38.0,0.38919,,,,,,
23:39.0,0.38928,,,,,,
23:40.0,0.38955,,,,,,
23:41.0,0.38964,,,,,,
23:42.0,0.38931,,,,,,
23:43.0,0.38926,,,,,,
23:44.0,0.39018,,,,,,
23:45.0,0.39054,,,,,,
23:46.0,0.39091,,,,,,
23:47.0,0.39078,,,,,,
23:48.0,0.39107,,,,,,
23:49.0,0.39115,,,,,,
23:50.0,0.39092,,,,,,
23:51.0,0.39069,,,,,,
23:52.0,0.39032,,,,,,
23:53.0,0.39023,,,,,,
23:54.0,0.39027,,,,,,
23:55.0,0.39052,,,,,,
23:56.0,0.39031,,,,,,
23:57.0,0.3904,,,,,,
23:58.0,0.38972,,,,,,
23:59.0,0.38975,,,,,,
24:00.0,0.39019,,,,,,
24:01.0,0.39016,,,,,,
24:02.0,0.39045,,,,,,
24:03.0,0.39028,,,,,,
24:04.0,0.39042,,,,,,
24:05.0,0.39071,,,,,,
24:06.0,0.39086,,,,,,
24:07.0,0.39155,,,,,,
24:08.0,0.39188,,,,,,
24:09.0,0.3922,,,,,,
24:10.0,0.39208,,,,,,
24:11.0,0.39226,,,,,,
24:12.0,0.39282,,,,,,
24:13.0,0.39288,,,,,,
24:14.0,0.39313,,,,,,
24:15.0,0.39293,,,,,,
24:16.0,0.39269,,,,,,
24:17.0,0.39296,,,,,,
24:18.0,0.39309,,,,,,
24:19.0,0.39291,,,,,,
24:20.0,0.39329,,,,,,
24:21.0,0.39279,,,,,,
24:22.0,0.3926,,,,,,
24:23.0,0.3926,,,,,,
24:24.0,0.39267,,,,,,
24:25.0,0.39256,,,,,,
24:26.0,0.39283,,,,,,
24:27.0,0.39303,,,,,,
24:28.0,0.3932,,,,,,
24:29.0,0.39272,,,,,,
24:30.0,0.39293,,,,,,
24:31.0,0.39274,,,,,,
24:32.0,0.39282,,,,,,
24:33.0,0.39347,,,,,,
24:34.0,0.39339,,,,,,
24:35.0,0.39365,,,,,,
24:36.0,0.39332,,,,,,
24:37.0,0.39308,,,,,,
24:38.0,0.39357,,,,,,
24:39.0,0.39334,,,,,,
24:40.0,0.39379,,,,,,
24:41.0,0.39326,,,,,,
24:42.0,0.39335,,,,,,
24:43.0,0.39403,,,,,,
24:44.0,0.39419,,,,,,
24:45.0,0.39423,,,,,,
24:46.0,0.39415,,,,,,
24:47.0,0.39439,,,,,,
24:48.0,0.39421,,,,,,
24:49.0,0.39475,,,,,,
24:50.0,0.39485,,,,,,
24:51.0,0.39456,,,,,,
24:52.0,0.39463,,,,,,
24:53.0,0.39439,,,,,,
24:54.0,0.39444,,,,,,
24:55.0,0.39504,,,,,,
24:56.0,0.39479,,,,,,
24:57.0,0.3947,,,,,,
24:58.0,0.39509,,,,,,
24:59.0,0.39467,,,,,,
25:00.0,0.39488,,,,,,
25:01.0,0.3947,,,,,,
25:02.0,0.39463,,,,,,
25:03.0,0.3945,,,,,,
25:04.0,0.39447,,,,,,
25:05.0,0.39469,,,,,,
25:06.0,0.39449,,,,,,
25:07.0,0.39408,,,,,,
25:08.0,0.39481,,,,,,
25:09.0,0.39517,,,,,,
25:10.0,0.39488,,,,,,
25:11.0,0.39495,,,,,,
25:12.0,0.39439,,,,,,
25:13.0,0.39435,,,,,,
25:14.0,0.39403,,,,,,
25:15.0,0.39417,,,,,,
25:16.0,0.3943,,,,,,
25:17.0,0.39468,,,,,,
25:18.0,0.39451,,,,,,
25:19.0,0.39477,,,,,,
25:20.0,0.39467,,,,,,
25:21.0,0.39462,,,,,,
25:22.0,0.39437,,,,,,
25:23.0,0.39441,,,,,,
25:24.0,0.39446,,,,,,
25:25.0,0.39454,,,,,,
25:26.0,0.39527,,,,,,
25:27.0,0.39536,,,,,,
25:28.0,0.39507,,,,,,
25:29.0,0.39525,,,,,,
25:30.0,0.3948,,,,,,
25:31.0,0.39488,,,,,,
25:32.0,0.39446,,,,,,
25:33.0,0.39424,,,,,,
25:34.0,0.39443,,,,,,
25:35.0,0.39472,,,,,,
25:36.0,0.39548,,,,,,
25:37.0,0.39598,,,,,,
25:38.0,0.39623,,,,,,
25:39.0,0.39659,,,,,,
25:40.0,0.39759,,,,,,
25:41.0,0.39739,,,,,,
25:42.0,0.39738,,,,,,
25:43.0,0.39821,,,,,,
25:44.0,0.39794,,,,,,
25:45.0,0.39781,,,,,,
25:46.0,0.39842,,,,,,
25:47.0,0.39867,,,,,,
25:48.0,0.39862,,,,,,
25:49.0,0.39813,,,,,,
25:50.0,0.39789,,,,,,
25:51.0,0.39794,,,,,,
25:52.0,0.39754,,,,,,
25:53.0,0.39769,,,,,,
25:54.0,0.39746,,,,,,
25:55.0,0.39743,,,,,,
25:56.0,0.3975,,,,,,
25:57.0,0.3971,,,,,,
25:58.0,0.39693,,,,,,
25:59.0,0.39553,,,,,,
26:00.0,0.39482,,,,,,
26:01.0,0.39555,,,,,,
26:02.0,0.3958,,,,,,
26:03.0,0.39572,,,,,,
26:04.0,0.39658,,,,,,
26:05.0,0.39663,,,,,,
26:06.0,0.39681,,,,,,
26:07.0,0.39763,,,,,,
26:08.0,0.39773,,,,,,
26:09.0,0.39784,,,,,,
26:10.0,0.39691,,,,,,
26:11.0,0.3974,,,,,,
26:12.0,0.39804,,,,,,
26:13.0,0.39844,,,,,,
26:14.0,0.39923,,,,,,
26:15.0,0.39924,,,,,,
26:16.0,0.39884,,,,,,
26:17.0,0.39814,,,,,,
26:18.0,0.39863,,,,,,
26:19.0,0.39907,,,,,,
26:20.0,0.39974,,,,,,
26:21.0,0.39994,,,,,,
26:22.0,0.40017,,,,,,
26:23.0,0.40018,,,,,,
26:24.0,0.40047,,,,,,
26:25.0,0.40058,,,,,,
26:26.0,0.4006,,,,,,
26:27.0,0.40075,,,,,,
26:28.0,0.40061,,,,,,
26:29.0,0.40046,,,,,,
26:30.0,0.40069,,,,,,
26:31.0,0.40055,,,,,,
26:32.0,0.40046,,,,,,
26:33.0,0.40065,,,,,,
26:34.0,0.40038,,,,,,
26:35.0,0.40044,,,,,,
26:36.0,0.40054,,,,,,
26:37.0,0.40058,,,,,,
26:38.0,0.40088,,,,,,
26:39.0,0.40117,,,,,,
26:40.0,0.4012,,,,,,
26:41.0,0.40106,,,,,,
26:42.0,0.40121,,,,,,
26:43.0,0.40112,,,,,,
26:44.0,0.40133,,,,,,
26:45.0,0.40139,,,,,,
26:46.0,0.40151,,,,,,
26:47.0,0.40135,,,,,,
26:48.0,0.40172,,,,,,
26:49.0,0.40162,,,,,,
26:50.0,0.4013,,,,,,
26:51.0,0.40159,,,,,,
26:52.0,0.40156,,,,,,
26:53.0,0.40144,,,,,,
26:54.0,0.40096,,,,,,
26:55.0,0.40105,,,,,,
26:56.0,0.40046,,,,,,
26:57.0,0.40053,,,,,,
26:58.0,0.40076,,,,,,
26:59.0,0.40033,,,,,,
27:00.0,0.40007,,,,,,
27:01.0,0.39931,,,,,,
27:02.0,0.39888,,,,,,
27:03.0,0.39819,,,,,,
27:04.0,0.39775,,,,,,
27:05.0,0.39613,,,,,,
27:06.0,0.39653,,,,,,
27:07.0,0.39856,,,,,,
27:08.0,0.4004,,,,,,
27:09.0,0.40149,,,,,,
27:10.0,0.40193,,,,,,
27:11.0,0.40194,,,,,,
27:12.0,0.40214,,,,,,
27:13.0,0.40196,,,,,,
27:14.0,0.40248,,,,,,
27:15.0,0.40236,,,,,,
27:16.0,0.40291,,,,,,
27:17.0,0.40362,,,,,,
27:18.0,0.4039,,,,,,
27:19.0,0.40416,,,,,,
27:20.0,0.40388,,,,,,
27:21.0,0.4041,,,,,,
27:22.0,0.4042,,,,,,
27:23.0,0.40398,,,,,,
27:24.0,0.40334,,,,,,
27:25.0,0.40388,,,,,,
27:26.0,0.40389,,,,,,
27:27.0,0.40385,,,,,,
27:28.0,0.40404,,,,,,
27:29.0,0.40376,,,,,,
27:30.0,0.40411,,,,,,
27:31.0,0.40359,,,,,,
27:32.0,0.40323,,,,,,
27:33.0,0.40319,,,,,,
27:34.0,0.40315,,,,,,
27:35.0,0.40342,,,,,,
27:36.0,0.40303,,,,,,
27:37.0,0.40323,,,,,,
27:38.0,0.40328,,,,,,
27:39.0,0.40397,,,,,,
27:40.0,0.40433,,,,,,
27:41.0,0.40477,,,,,,
27:42.0,0.405,,,,,,
27:43.0,0.40524,,,,,,
27:44.0,0.40506,,,,,,
27:45.0,0.40533,,,,,,
27:46.0,0.40539,,,,,,
27:47.0,0.40536,,,,,,
27:48.0,0.40509,,,,,,
27:49.0,0.40517,,,,,,
27:50.0,0.40545,,,,,,
27:51.0,0.40581,,,,,,
27:52.0,0.4055,,,,,,
27:53.0,0.40573,,,,,,
27:54.0,0.40591,,,,,,
27:55.0,0.40605,,,,,,
27:56.0,0.40556,,,,,,
27:57.0,0.40636,,,,,,
27:58.0,0.40628,,,,,,
27:59.0,0.40558,,,,,,
28:00.0,0.40577,,,,,,
28:01.0,0.40582,,,,,,
28:02.0,0.40617,,,,,,
28:03.0,0.40621,,,,,,
28:04.0,0.4062,,,,,,
28:05.0,0.4064,,,,,,
28:06.0,0.40602,,,,,,
28:07.0,0.40628,,,,,,
28:08.0,0.40619,,,,,,
28:09.0,0.40607,,,,,,
28:10.0,0.4062,,,,,,
28:11.0,0.40584,,,,,,
28:12.0,0.40647,,,,,,
28:13.0,0.40696,,,,,,
28:14.0,0.40644,,,,,,
28:15.0,0.40702,,,,,,
28:16.0,0.40732,,,,,,
28:17.0,0.40809,,,,,,
28:18.0,0.40783,,,,,,
28:19.0,0.40692,,,,,,
28:20.0,0.40628,,,,,,
28:21.0,0.4072,,,,,,
28:22.0,0.40719,,,,,,
28:23.0,0.40706,,,,,,
28:24.0,0.40687,,,,,,
28:25.0,0.40662,,,,,,
28:26.0,0.40652,,,,,,
28:27.0,0.40684,,,,,,
28:28.0,0.40696,,,,,,
28:29.0,0.4075,,,,,,
28:30.0,0.40779,,,,,,
28:31.0,0.4079,,,,,,
28:32.0,0.40826,,,,,,
28:33.0,0.40871,,,,,,
28:34.0,0.40839,,,,,,
28:35.0,0.40812,,,,,,
28:36.0,0.40848,,,,,,
28:37.0,0.40798,,,,,,
28:38.0,0.40863,,,,,,
28:39.0,0.40867,,,,,,
28:40.0,0.40848,,,,,,
28:41.0,0.40861,,,,,,
28:42.0,0.40799,,,,,,
28:43.0,0.40773,,,,,,
28:44.0,0.4076,,,,,,
28:45.0,0.40729,,,,,,
28:46.0,0.40735,,,,,,
28:47.0,0.407,,,,,,
28:48.0,0.40687,,,,,,
28:49.0,0.40655,,,,,,
28:50.0,0.40593,,,,,,
28:51.0,0.40607,,,,,,
28:52.0,0.40635,,,,,,
28:53.0,0.40609,,,,,,
28:54.0,0.40655,,,,,,
28:55.0,0.40683,,,,,,
28:56.0,0.40723,,,,,,
28:57.0,0.40788,,,,,,
28:58.0,0.40753,,,,,,
28:59.0,0.40753,,,,,,
29:00.0,0.4088,,,,,,
29:01.0,0.40918,,,,,,
29:02.0,0.41003,,,,,,
29:03.0,0.40972,,,,,,
29:04.0,0.40943,,,,,,
29:05.0,0.40968,,,,,,
29:06.0,0.4091,,,,,,
29:07.0,0.40913,,,,,,
29:08.0,0.40814,,,,,,
29:09.0,0.40754,,,,,,
29:10.0,0.40822,,,,,,
29:11.0,0.40833,,,,,,
29:12.0,0.4092,,,,,,
29:13.0,0.40852,,,,,,
29:14.0,0.4079,,,,,,
29:15.0,0.40864,,,,,,
29:16.0,0.40905,,,,,,
29:17.0,0.40938,,,,,,
29:18.0,0.41042,,,,,,
29:19.0,0.41068,,,,,,
29:20.0,0.40951,,,,,,
29:21.0,0.40938,,,,,,
29:22.0,0.41067,,,,,,
29:23.0,0.41037,,,,,,
29:24.0,0.41054,,,,,,
29:25.0,0.41118,,,,,,
29:26.0,0.41179,,,,,,
29:27.0,0.41204,,,,,,
29:28.0,0.41229,,,,,,
29:29.0,0.41214,,,,,,
29:30.0,0.41214,,,,,,
29:31.0,0.41212,,,,,,
29:32.0,0.4118,,,,,,
29:33.0,0.41193,,,,,,
29:34.0,0.41256,,,,,,
29:35.0,0.41227,,,,,,
29:36.0,0.41235,,,,,,
29:37.0,0.41173,,,,,,
29:38.0,0.41166,,,,,,
29:39.0,0.41191,,,,,,
29:40.0,0.41134,,,,,,
29:41.0,0.41122,,,,,,
29:42.0,0.41085,,,,,,
29:43.0,0.41061,,,,,,
29:44.0,0.41115,,,,,,
29:45.0,0.41116,,,,,,
29:46.0,0.41168,,,,,,
29:47.0,0.41196,,,,,,
29:48.0,0.41217,,,,,,
29:49.0,0.41174,,,,,,
29:50.0,0.41091,,,,,,
29:51.0,0.41151,,,,,,
29:52.0,0.4125,,,,,,
29:53.0,0.41328,,,,,,
29:54.0,0.41287,,,,,,
29:55.0,0.41208,,,,,,
29:56.0,0.41148,,,,,,
29:57.0,0.4122,,,,,,
29:58.0,0.41226,,,,,,
29:59.0,0.41307,,,,,,
30:00.0,0.41087,,,,,,
30:01.0,0.41025,,,,,,
30:02.0,0.41217,,,,,,
30:03.0,0.41307,,,,,,
30:04.0,0.41367,,,,,,
30:05.0,0.41388,,,,,,
30:06.0,0.41439,,,,,,
30:07.0,0.41415,,,,,,
30:08.0,0.41375,,,,,,
30:09.0,0.41437,,,,,,
30:10.0,0.41452,,,,,,
30:11.0,0.41451,,,,,,
30:12.0,0.41475,,,,,,
30:13.0,0.41503,,,,,,
30:14.0,0.41455,,,,,,
30:15.0,0.41461,,,,,,
30:16.0,0.41452,,,,,,
30:17.0,0.41454,,,,,,
30:18.0,0.41514,,,,,,
30:19.0,0.41468,,,,,,
30:20.0,0.41446,,,,,,
30:21.0,0.41423,,,,,,
30:22.0,0.41423,,,,,,
