VWC,H4,MS,PWP,H4
2025-7-7 20:03,0.308,-15,36:18.0,0.01583
2025-7-7 20:03,0.308,-15.1,36:19.0,0.01631
2025-7-7 20:03,0.308,-15.1,36:20.0,0.01576
2025-7-7 20:03,0.308,-15,36:21.0,0.01589
2025-7-7 20:03,0.308,-15,36:22.0,0.01591
2025-7-7 20:03,0.308,-15,36:23.0,0.01574
2025-7-7 20:04,0.308,-15,36:24.0,0.01568
2025-7-7 20:04,0.308,-15,36:25.0,0.01608
2025-7-7 20:04,0.308,-14.9,36:26.0,0.01558
2025-7-7 20:04,0.308,-14.9,36:27.0,0.01563
2025-7-7 20:04,0.308,-14.9,36:28.0,0.0155
2025-7-7 20:04,0.308,-14.9,36:29.0,0.01514
2025-7-7 20:05,0.308,-14.9,36:30.0,0.01501
2025-7-7 20:05,0.308,-14.8,36:31.0,0.01515
2025-7-7 20:05,0.308,-14.8,36:32.0,0.01544
2025-7-7 20:05,0.308,-14.8,36:33.0,0.01525
2025-7-7 20:05,0.308,-14.8,36:34.0,0.01526
2025-7-7 20:05,0.308,-14.8,36:35.0,0.01519
2025-7-7 20:06,0.308,-14.8,36:36.0,0.01555
2025-7-7 20:06,0.308,-14.8,36:37.0,0.01554
2025-7-7 20:06,0.308,-14.7,36:38.0,0.01533
2025-7-7 20:06,0.308,-14.7,36:39.0,0.01506
2025-7-7 20:06,0.308,-14.7,36:40.0,0.01511
2025-7-7 20:06,0.308,-14.7,36:41.0,0.01519
2025-7-7 20:07,0.308,-14.7,36:42.0,0.01497
2025-7-7 20:07,0.308,-14.7,36:43.0,0.01491
2025-7-7 20:07,0.308,-14.7,36:44.0,0.01455
2025-7-7 20:07,0.308,-14.7,36:45.0,0.01459
2025-7-7 20:07,0.308,-14.6,36:46.0,0.01437
2025-7-7 20:07,0.308,-14.6,36:47.0,0.01446
2025-7-7 20:08,0.308,-14.6,36:48.0,0.01436
2025-7-7 20:08,0.308,-14.6,36:49.0,0.01449
2025-7-7 20:08,0.308,-14.6,36:50.0,0.01446
2025-7-7 20:08,0.308,-14.5,36:51.0,0.01435
2025-7-7 20:08,0.308,-14.5,36:52.0,0.01462
2025-7-7 20:08,0.308,-14.5,36:53.0,0.01442
2025-7-7 20:09,0.308,-14.5,36:54.0,0.01436
2025-7-7 20:09,0.308,-14.5,36:55.0,0.01446
2025-7-7 20:09,0.308,-14.5,36:56.0,0.01506
2025-7-7 20:09,0.308,-14.5,36:57.0,0.01532
2025-7-7 20:09,0.308,-14.5,36:58.0,0.01524
2025-7-7 20:09,0.308,-14.4,36:59.0,0.01523
2025-7-7 20:10,0.308,-14.4,37:00.0,0.01536
2025-7-7 20:10,0.308,-14.4,37:01.0,0.01535
2025-7-7 20:10,0.308,-14.4,37:02.0,0.01578
2025-7-7 20:10,0.309,-14.4,37:03.0,0.01498
2025-7-7 20:10,0.308,-14.4,37:04.0,0.01531
2025-7-7 20:10,0.308,-14.4,37:05.0,0.01533
2025-7-7 20:11,0.308,-14.3,37:06.0,0.01488
2025-7-7 20:11,0.309,-14.3,37:07.0,0.01523
2025-7-7 20:11,0.308,-14.3,37:08.0,0.01513
2025-7-7 20:11,0.308,-14.3,37:09.0,0.01489
2025-7-7 20:11,0.308,-14.3,37:10.0,0.01498
2025-7-7 20:11,0.309,-14.3,37:11.0,0.01511
2025-7-7 20:12,0.309,-14.2,37:12.0,0.01519
2025-7-7 20:12,0.308,-14.2,37:13.0,0.015
2025-7-7 20:12,0.308,-14.2,37:14.0,0.01475
2025-7-7 20:12,0.308,-14.2,37:15.0,0.01446
2025-7-7 20:12,0.309,-14.2,37:16.0,0.01468
2025-7-7 20:12,0.308,-14.2,37:17.0,0.01475
2025-7-7 20:13,0.308,-14.2,37:18.0,0.01481
2025-7-7 20:13,0.308,-14.1,37:19.0,0.01482
2025-7-7 20:13,0.308,-14.1,37:20.0,0.01488
2025-7-7 20:13,0.308,-14.1,37:21.0,0.01506
2025-7-7 20:13,0.308,-14.1,37:22.0,0.0149
2025-7-7 20:13,0.308,-14.1,37:23.0,0.01479
2025-7-7 20:14,0.308,-14.1,37:24.0,0.0153
2025-7-7 20:14,0.308,-14.1,37:25.0,0.01548
2025-7-7 20:14,0.305,-14,37:26.0,0.01529
2025-7-7 20:14,0.307,-14.1,37:27.0,0.01514
2025-7-7 20:14,0.308,-14,37:28.0,0.01541
2025-7-7 20:14,0.308,-14,37:29.0,0.01555
2025-7-7 20:15,0.308,-14,37:30.0,0.01531
2025-7-7 20:15,0.307,-14,37:31.0,0.01526
2025-7-7 20:15,0.308,-14,37:32.0,0.01522
2025-7-7 20:15,0.308,-14,37:33.0,0.01533
2025-7-7 20:15,0.308,-13.9,37:34.0,0.01559
2025-7-7 20:15,0.307,-13.9,37:35.0,0.0152
2025-7-7 20:16,0.307,-13.9,37:36.0,0.01531
2025-7-7 20:16,0.308,-13.9,37:37.0,0.0155
2025-7-7 20:16,0.308,-13.9,37:38.0,0.01544
2025-7-7 20:16,0.308,-13.9,37:39.0,0.01547
2025-7-7 20:16,0.308,-13.9,37:40.0,0.01537
2025-7-7 20:16,0.308,-13.9,37:41.0,0.01494
2025-7-7 20:17,0.308,-13.8,37:42.0,0.01531
2025-7-7 20:17,0.308,-13.8,37:43.0,0.01523
2025-7-7 20:17,0.308,-13.8,37:44.0,0.01524
2025-7-7 20:17,0.308,-13.8,37:45.0,0.01498
2025-7-7 20:17,0.308,-13.8,37:46.0,0.01515
2025-7-7 20:17,0.308,-13.8,37:47.0,0.01502
2025-7-7 20:18,0.308,-13.7,37:48.0,0.01507
2025-7-7 20:18,0.308,-13.7,37:49.0,0.01524
2025-7-7 20:18,0.308,-13.7,37:50.0,0.01538
2025-7-7 20:18,0.308,-13.7,37:51.0,0.01544
2025-7-7 20:18,0.308,-13.7,37:52.0,0.01529
2025-7-7 20:18,0.308,-13.7,37:53.0,0.01535
2025-7-7 20:19,0.308,-13.7,37:54.0,0.01507
2025-7-7 20:19,0.308,-13.7,37:55.0,0.01525
2025-7-7 20:19,0.308,-13.7,37:56.0,0.01471
2025-7-7 20:19,0.308,-13.7,37:57.0,0.01521
2025-7-7 20:19,0.308,-13.7,37:58.0,0.01542
2025-7-7 20:19,0.308,-13.6,37:59.0,0.01537
2025-7-7 20:20,0.308,-13.6,38:00.0,0.01576
2025-7-7 20:20,0.308,-13.6,38:01.0,0.01542
2025-7-7 20:20,0.308,-13.6,38:02.0,0.01565
2025-7-7 20:20,0.308,-13.6,38:03.0,0.01541
2025-7-7 20:20,0.308,-13.6,38:04.0,0.01569
2025-7-7 20:20,0.308,-13.5,38:05.0,0.0157
2025-7-7 20:21,0.308,-13.5,38:06.0,0.01507
2025-7-7 20:21,0.308,-13.5,38:07.0,0.01527
2025-7-7 20:21,0.308,-13.5,38:08.0,0.01543
2025-7-7 20:21,0.308,-13.5,38:09.0,0.01539
2025-7-7 20:21,0.308,-13.5,38:10.0,0.0153
2025-7-7 20:21,0.308,-13.5,38:11.0,0.01538
2025-7-7 20:22,0.308,-13.5,38:12.0,0.01579
2025-7-7 20:22,0.308,-13.4,38:13.0,0.01533
2025-7-7 20:22,0.308,-13.4,38:14.0,0.01577
2025-7-7 20:22,0.308,-13.4,38:15.0,0.01591
2025-7-7 20:22,0.308,-13.4,38:16.0,0.01604
2025-7-7 20:22,0.308,-13.4,38:17.0,0.01561
2025-7-7 20:23,0.308,-13.4,38:18.0,0.01558
2025-7-7 20:23,0.308,-13.4,38:19.0,0.01601
2025-7-7 20:23,0.308,-13.4,38:20.0,0.01549
2025-7-7 20:23,0.308,-13.3,38:21.0,0.01546
2025-7-7 20:23,0.308,-13.3,38:22.0,0.01562
2025-7-7 20:23,0.308,-13.3,38:23.0,0.01568
2025-7-7 20:24,0.308,-13.3,38:24.0,0.01545
2025-7-7 20:24,0.308,-13.3,38:25.0,0.0153
2025-7-7 20:24,0.308,-13.3,38:26.0,0.01587
2025-7-7 20:24,0.308,-13.3,38:27.0,0.01588
2025-7-7 20:24,0.308,-13.3,38:28.0,0.0159
2025-7-7 20:24,0.308,-13.3,38:29.0,0.01614
2025-7-7 20:25,0.308,-13.3,38:30.0,0.01628
2025-7-7 20:25,0.308,-13.2,38:31.0,0.01628
2025-7-7 20:25,0.308,-13.2,38:32.0,0.01614
2025-7-7 20:25,0.308,-13.2,38:33.0,0.01628
2025-7-7 20:25,0.308,-13.2,38:34.0,0.01619
2025-7-7 20:25,0.308,-13.2,38:35.0,0.01576
2025-7-7 20:26,0.308,-13.2,38:36.0,0.01604
2025-7-7 20:26,0.308,-13.2,38:37.0,0.01585
2025-7-7 20:26,0.308,-13.2,38:38.0,0.01608
2025-7-7 20:26,0.308,-13.2,38:39.0,0.01635
2025-7-7 20:26,0.308,-13.2,38:40.0,0.01631
2025-7-7 20:26,0.308,-13.1,38:41.0,0.01605
2025-7-7 20:27,0.308,-13.1,38:42.0,0.01599
2025-7-7 20:27,0.308,-13.1,38:43.0,0.01643
2025-7-7 20:27,0.308,-13.1,38:44.0,0.01598
2025-7-7 20:27,0.308,-13.1,38:45.0,0.01568
2025-7-7 20:27,0.308,-13.1,38:46.0,0.01554
2025-7-7 20:27,0.308,-13.1,38:47.0,0.01547
2025-7-7 20:28,0.308,-13.1,38:48.0,0.01537
2025-7-7 20:28,0.308,-13,38:49.0,0.0158
2025-7-7 20:28,0.308,-13,38:50.0,0.01596
2025-7-7 20:28,0.309,-13,38:51.0,0.01573
2025-7-7 20:28,0.308,-13,38:52.0,0.01553
2025-7-7 20:28,0.308,-13,38:53.0,0.01525
2025-7-7 20:29,0.308,-13,38:54.0,0.01519
2025-7-7 20:29,0.308,-13,38:55.0,0.01478
2025-7-7 20:29,0.308,-13,38:56.0,0.01482
2025-7-7 20:29,0.308,-13,38:57.0,0.0145
2025-7-7 20:29,0.308,-12.9,38:58.0,0.01472
2025-7-7 20:29,0.308,-12.9,38:59.0,0.01481
2025-7-7 20:30,0.308,-12.9,39:00.0,0.01493
2025-7-7 20:30,0.308,-12.9,39:01.0,0.01451
2025-7-7 20:30,0.308,-12.9,39:02.0,0.01442
2025-7-7 20:30,0.308,-12.9,39:03.0,0.01459
2025-7-7 20:30,0.309,-12.9,39:04.0,0.01455
2025-7-7 20:30,0.309,-12.9,39:05.0,0.01454
2025-7-7 20:31,0.308,-12.9,39:06.0,0.01418
2025-7-7 20:31,0.308,-12.8,39:07.0,0.01419
2025-7-7 20:31,0.309,-12.8,39:08.0,0.01399
2025-7-7 20:31,0.309,-12.8,39:09.0,0.01422
2025-7-7 20:31,0.309,-12.8,39:10.0,0.01423
2025-7-7 20:31,0.308,-12.8,39:11.0,0.01445
2025-7-7 20:32,0.308,-12.8,39:12.0,0.01438
2025-7-7 20:32,0.308,-12.8,39:13.0,0.01401
2025-7-7 20:32,0.308,-12.8,39:14.0,0.01447
2025-7-7 20:32,0.309,-12.8,39:15.0,0.0143
2025-7-7 20:32,0.309,-12.7,39:16.0,0.01416
2025-7-7 20:32,0.308,-12.7,39:17.0,0.01448
2025-7-7 20:33,0.308,-12.7,39:18.0,0.01437
2025-7-7 20:33,0.308,-12.7,39:19.0,0.01459
2025-7-7 20:33,0.308,-12.7,39:20.0,0.01476
2025-7-7 20:33,0.308,-12.7,39:21.0,0.01436
2025-7-7 20:33,0.308,-12.7,39:22.0,0.01437
2025-7-7 20:33,0.308,-12.7,39:23.0,0.01421
2025-7-7 20:34,0.308,-12.7,39:24.0,0.01431
2025-7-7 20:34,0.308,-12.7,39:25.0,0.01422
2025-7-7 20:34,0.308,-12.6,39:26.0,0.01412
2025-7-7 20:34,0.308,-12.6,39:27.0,0.01473
2025-7-7 20:34,0.308,-12.6,39:28.0,0.0146
2025-7-7 20:34,0.308,-12.6,39:29.0,0.01452
2025-7-7 20:35,0.308,-12.6,39:30.0,0.01505
2025-7-7 20:35,0.308,-12.6,39:31.0,0.01468
2025-7-7 20:35,0.308,-12.6,39:32.0,0.01438
2025-7-7 20:35,0.308,-12.6,39:33.0,0.01417
2025-7-7 20:35,0.308,-12.5,39:34.0,0.01379
2025-7-7 20:35,0.308,-12.5,39:35.0,0.01433
2025-7-7 20:36,0.308,-12.5,39:36.0,0.0138
2025-7-7 20:36,0.308,-12.5,39:37.0,0.01414
2025-7-7 20:36,0.308,-12.5,39:38.0,0.0144
2025-7-7 20:36,0.308,-12.5,39:39.0,0.01433
2025-7-7 20:36,0.308,-12.5,39:40.0,0.01415
2025-7-7 20:36,0.308,-12.5,39:41.0,0.01504
2025-7-7 20:37,0.309,-12.5,39:42.0,0.01508
2025-7-7 20:37,0.308,-12.5,39:43.0,0.01505
2025-7-7 20:37,0.308,-12.5,39:44.0,0.01554
2025-7-7 20:37,0.308,-12.5,39:45.0,0.01537
2025-7-7 20:37,0.308,-12.5,39:46.0,0.01534
2025-7-7 20:37,0.309,-12.4,39:47.0,0.01516
2025-7-7 20:38,0.308,-12.4,39:48.0,0.01538
2025-7-7 20:38,0.308,-12.4,39:49.0,0.01488
2025-7-7 20:38,0.309,-12.4,39:50.0,0.01517
2025-7-7 20:38,0.308,-12.4,39:51.0,0.01548
2025-7-7 20:38,0.309,-12.4,39:52.0,0.01536
2025-7-7 20:38,0.308,-12.4,39:53.0,0.01549
2025-7-7 20:39,0.309,-12.4,39:54.0,0.01597
2025-7-7 20:39,0.308,-12.4,39:55.0,0.01586
2025-7-7 20:39,0.309,-12.4,39:56.0,0.016
2025-7-7 20:39,0.308,-12.3,39:57.0,0.0163
2025-7-7 20:39,0.309,-12.3,39:58.0,0.01628
2025-7-7 20:39,0.309,-12.3,39:59.0,0.01674
2025-7-7 20:40,0.309,-12.3,40:00.0,0.01663
2025-7-7 20:40,0.309,-12.3,40:01.0,0.01706
2025-7-7 20:40,0.308,-12.3,40:02.0,0.01722
2025-7-7 20:40,0.309,-12.3,40:03.0,0.01688
2025-7-7 20:40,0.309,-12.3,40:04.0,0.01694
2025-7-7 20:40,0.308,-12.3,40:05.0,0.01658
2025-7-7 20:41,0.308,-12.3,40:06.0,0.01665
2025-7-7 20:41,0.308,-12.2,40:07.0,0.01612
2025-7-7 20:41,0.308,-12.2,40:08.0,0.01612
2025-7-7 20:41,0.309,-12.2,40:09.0,0.01631
2025-7-7 20:41,0.308,-12.2,40:10.0,0.01595
2025-7-7 20:41,0.309,-12.2,40:11.0,0.01544
2025-7-7 20:42,0.308,-12.2,40:12.0,0.01551
2025-7-7 20:42,0.308,-12.2,40:13.0,0.01554
2025-7-7 20:42,0.309,-12.2,40:14.0,0.01541
2025-7-7 20:42,0.308,-12.2,40:15.0,0.01556
2025-7-7 20:42,0.308,-12.2,40:16.0,0.01527
2025-7-7 20:42,0.308,-12.2,40:17.0,0.015
2025-7-7 20:43,0.309,-12.1,40:18.0,0.01508
2025-7-7 20:43,0.308,-12.1,40:19.0,0.01498
2025-7-7 20:43,0.308,-12.1,40:20.0,0.01487
2025-7-7 20:43,0.308,-12.1,40:21.0,0.01476
2025-7-7 20:43,0.309,-12.1,40:22.0,0.01482
2025-7-7 20:43,0.309,-12.1,40:23.0,0.01479
2025-7-7 20:44,0.308,-12.1,40:24.0,0.01426
2025-7-7 20:44,0.308,-12.1,40:25.0,0.01478
2025-7-7 20:44,0.308,-12.1,40:26.0,0.01478
2025-7-7 20:44,0.309,-12.1,40:27.0,0.01472
2025-7-7 20:44,0.308,-12.1,40:28.0,0.01506
2025-7-7 20:44,0.308,-12.1,40:29.0,0.01506
2025-7-7 20:45,0.308,-12,40:30.0,0.01537
2025-7-7 20:45,0.308,-12,40:31.0,0.01543
2025-7-7 20:45,0.308,-12,40:32.0,0.01548
2025-7-7 20:45,0.309,-12,40:33.0,0.01522
2025-7-7 20:45,0.308,-12,40:34.0,0.01569
2025-7-7 20:45,0.308,-12,40:35.0,0.0159
2025-7-7 20:46,0.309,-12,40:36.0,0.01583
2025-7-7 20:46,0.308,-12,40:37.0,0.01598
2025-7-7 20:46,0.309,-12,40:38.0,0.01599
2025-7-7 20:46,0.309,-12,40:39.0,0.01618
2025-7-7 20:46,0.308,-12,40:40.0,0.0164
2025-7-7 20:46,0.308,-11.9,40:41.0,0.01616
2025-7-7 20:47,0.309,-11.9,40:42.0,0.01602
2025-7-7 20:47,0.308,-11.9,40:43.0,0.01603
2025-7-7 20:47,0.308,-11.9,40:44.0,0.01653
2025-7-7 20:47,0.309,-11.9,40:45.0,0.01629
2025-7-7 20:47,0.308,-11.9,40:46.0,0.01603
2025-7-7 20:47,0.309,-11.9,40:47.0,0.01614
2025-7-7 20:48,0.309,-11.9,40:48.0,0.016
2025-7-7 20:48,0.309,-11.9,40:49.0,0.01576
2025-7-7 20:48,0.309,-11.9,40:50.0,0.01549
2025-7-7 20:48,0.309,-11.9,40:51.0,0.01535
2025-7-7 20:48,0.309,-11.9,40:52.0,0.01537
2025-7-7 20:48,0.309,-11.8,40:53.0,0.01512
2025-7-7 20:49,0.309,-11.8,40:54.0,0.01479
2025-7-7 20:49,0.309,-11.8,40:55.0,0.01492
2025-7-7 20:49,0.309,-11.8,40:56.0,0.01498
2025-7-7 20:49,0.308,-11.8,40:57.0,0.0152
2025-7-7 20:49,0.309,-11.8,40:58.0,0.01516
2025-7-7 20:49,0.308,-11.8,40:59.0,0.01479
2025-7-7 20:50,0.309,-11.8,41:00.0,0.01519
2025-7-7 20:50,0.308,-11.8,41:01.0,0.01518
2025-7-7 20:50,0.309,-11.8,41:02.0,0.01519
2025-7-7 20:50,0.309,-11.8,41:03.0,0.0152
2025-7-7 20:50,0.309,-11.8,41:04.0,0.01535
2025-7-7 20:50,0.309,-11.8,41:05.0,0.01551
2025-7-7 20:51,0.309,-11.7,41:06.0,0.0158
2025-7-7 20:51,0.309,-11.7,41:07.0,0.01567
2025-7-7 20:51,0.309,-11.7,41:08.0,0.01538
2025-7-7 20:51,0.309,-11.7,41:09.0,0.01489
2025-7-7 20:51,0.309,-11.7,41:10.0,0.01501
2025-7-7 20:51,0.309,-11.7,41:11.0,0.01521
2025-7-7 20:52,0.309,-11.7,41:12.0,0.01514
2025-7-7 20:52,0.309,-11.7,41:13.0,0.01583
2025-7-7 20:52,0.309,-11.7,41:14.0,0.01559
2025-7-7 20:52,0.309,-11.7,41:15.0,0.01517
2025-7-7 20:52,0.309,-11.7,41:16.0,0.01593
2025-7-7 20:52,0.309,-11.6,41:17.0,0.01591
2025-7-7 20:53,0.309,-11.6,41:18.0,0.01494
2025-7-7 20:53,0.309,-11.6,41:19.0,0.01536
2025-7-7 20:53,0.309,-11.6,41:20.0,0.01511
2025-7-7 20:53,0.309,-11.6,41:21.0,0.01535
2025-7-7 20:53,0.309,-11.6,41:22.0,0.01517
2025-7-7 20:53,0.309,-11.6,41:23.0,0.0153
2025-7-7 20:54,0.309,-11.6,41:24.0,0.01503
2025-7-7 20:54,0.309,-11.6,41:25.0,0.01452
2025-7-7 20:54,0.309,-11.6,41:26.0,0.01481
2025-7-7 20:54,0.309,-11.6,41:27.0,0.01488
2025-7-7 20:54,0.309,-11.6,41:28.0,0.01441
2025-7-7 20:54,0.309,-11.6,41:29.0,0.015
2025-7-7 20:55,0.309,-11.5,41:30.0,0.01542
2025-7-7 20:55,0.309,-11.5,41:31.0,0.01486
2025-7-7 20:55,0.309,-11.5,41:32.0,0.01486
2025-7-7 20:55,0.309,-11.5,41:33.0,0.01492
2025-7-7 20:55,0.31,-11.5,41:34.0,0.01544
2025-7-7 20:55,0.309,-11.5,41:35.0,0.01523
2025-7-7 20:56,0.308,-11.5,41:36.0,0.01529
2025-7-7 20:56,0.309,-11.5,41:37.0,0.01535
2025-7-7 20:56,0.31,-11.5,41:38.0,0.01543
2025-7-7 20:56,0.309,-11.5,41:39.0,0.01519
2025-7-7 20:56,0.31,-11.5,41:40.0,0.0156
2025-7-7 20:56,0.309,-11.5,41:41.0,0.01569
2025-7-7 20:57,0.309,-11.4,41:42.0,0.01572
2025-7-7 20:57,0.309,-11.4,41:43.0,0.01535
2025-7-7 20:57,0.309,-11.5,41:44.0,0.01541
2025-7-7 20:57,0.309,-11.4,41:45.0,0.01583
2025-7-7 20:57,0.309,-11.4,41:46.0,0.01645
2025-7-7 20:57,0.31,-11.4,41:47.0,0.01616
2025-7-7 20:58,0.309,-11.4,41:48.0,0.0163
2025-7-7 20:58,0.309,-11.4,41:49.0,0.01593
2025-7-7 20:58,0.309,-11.4,41:50.0,0.016
2025-7-7 20:58,0.309,-11.4,41:51.0,0.0162
2025-7-7 20:58,0.311,-11.4,41:52.0,0.01618
2025-7-7 20:58,0.309,-11.4,41:53.0,0.01642
2025-7-7 20:59,0.309,-11.4,41:54.0,0.01638
2025-7-7 20:59,0.309,-11.3,41:55.0,0.01627
2025-7-7 20:59,0.309,-11.3,41:56.0,0.0161
2025-7-7 20:59,0.309,-11.3,41:57.0,0.01619
2025-7-7 20:59,0.309,-11.3,41:58.0,0.01618
2025-7-7 20:59,0.309,-11.3,41:59.0,0.01611
2025-7-7 21:00,0.31,-11.3,42:00.0,0.01561
2025-7-7 21:00,0.309,-11.3,42:01.0,0.01557
2025-7-7 21:00,0.309,-11.3,42:02.0,0.0156
2025-7-7 21:00,0.309,-11.3,42:03.0,0.01536
2025-7-7 21:00,0.311,-11.3,42:04.0,0.01517
2025-7-7 21:00,0.309,-11.3,42:05.0,0.01555
2025-7-7 21:01,0.311,-11.3,42:06.0,0.01515
2025-7-7 21:01,0.31,-11.2,42:07.0,0.01543
2025-7-7 21:01,0.311,-11.2,42:08.0,0.01578
2025-7-7 21:01,0.311,-11.2,42:09.0,0.01518
2025-7-7 21:01,0.311,-11.2,42:10.0,0.01562
2025-7-7 21:01,0.309,-11.2,42:11.0,0.01535
2025-7-7 21:02,0.309,-11.2,42:12.0,0.01545
2025-7-7 21:02,0.309,-11.2,42:13.0,0.01547
2025-7-7 21:02,0.309,-11.2,42:14.0,0.01544
2025-7-7 21:02,0.309,-11.2,42:15.0,0.01547
2025-7-7 21:02,0.31,-11.2,42:16.0,0.01537
2025-7-7 21:02,0.309,-11.2,42:17.0,0.01522
2025-7-7 21:03,0.309,-11.1,42:18.0,0.01581
2025-7-7 21:03,0.311,-11.2,42:19.0,0.0162
2025-7-7 21:03,0.309,-11.2,42:20.0,0.01609
2025-7-7 21:03,0.31,-11.1,42:21.0,0.01588
2025-7-7 21:03,0.309,-11.1,42:22.0,0.01632
2025-7-7 21:03,0.311,-11.1,42:23.0,0.01611
2025-7-7 21:04,0.309,-11.1,42:24.0,0.01633
2025-7-7 21:04,0.311,-11.1,42:25.0,0.01618
2025-7-7 21:04,0.31,-11.1,42:26.0,0.01615
2025-7-7 21:04,0.311,-11.1,42:27.0,0.0164
2025-7-7 21:04,0.309,-11.1,42:28.0,0.01573
2025-7-7 21:04,0.31,-11.1,42:29.0,0.01622
2025-7-7 21:05,0.31,-11.1,42:30.0,0.01602
2025-7-7 21:05,0.311,-11.1,42:31.0,0.01582
2025-7-7 21:05,0.31,-11.1,42:32.0,0.01591
2025-7-7 21:05,0.309,-11.1,42:33.0,0.01584
2025-7-7 21:05,0.311,-11.1,42:34.0,0.01623
2025-7-7 21:05,0.311,-11,42:35.0,0.01643
2025-7-7 21:06,0.31,-11,42:36.0,0.01602
2025-7-7 21:06,0.311,-11,42:37.0,0.01596
2025-7-7 21:06,0.311,-11,42:38.0,0.01569
2025-7-7 21:06,0.31,-11,42:39.0,0.01556
2025-7-7 21:06,0.311,-11,42:40.0,0.01593
2025-7-7 21:06,0.311,-11,42:41.0,0.01578
2025-7-7 21:07,0.311,-11,42:42.0,0.01609
2025-7-7 21:07,0.311,-11,42:43.0,0.01611
2025-7-7 21:07,0.311,-11,42:44.0,0.01599
2025-7-7 21:07,0.311,-11,42:45.0,0.01612
2025-7-7 21:07,0.31,-11,42:46.0,0.01605
2025-7-7 21:07,0.311,-10.9,42:47.0,0.0158
2025-7-7 21:08,0.311,-11,42:48.0,0.01598
2025-7-7 21:08,0.311,-11,42:49.0,0.01566
2025-7-7 21:08,0.311,-10.9,42:50.0,0.01584
2025-7-7 21:08,0.311,-10.9,42:51.0,0.01623
2025-7-7 21:08,0.311,-10.9,42:52.0,0.01583
2025-7-7 21:08,0.311,-10.9,42:53.0,0.01618
2025-7-7 21:09,0.311,-10.9,42:54.0,0.01624
2025-7-7 21:09,0.311,-10.9,42:55.0,0.01611
2025-7-7 21:09,0.311,-10.9,42:56.0,0.01612
2025-7-7 21:09,0.311,-10.9,42:57.0,0.0161
2025-7-7 21:09,0.311,-10.9,42:58.0,0.01606
2025-7-7 21:09,0.311,-10.9,42:59.0,0.01618
2025-7-7 21:10,0.311,-10.9,43:00.0,0.01653
2025-7-7 21:10,0.311,-10.9,43:01.0,0.0168
2025-7-7 21:10,0.311,-10.8,43:02.0,0.01655
2025-7-7 21:10,0.311,-10.8,43:03.0,0.01604
2025-7-7 21:10,0.311,-10.9,43:04.0,0.01625
2025-7-7 21:10,0.311,-10.8,43:05.0,0.01629
2025-7-7 21:11,0.311,-10.8,43:06.0,0.0162
2025-7-7 21:11,0.311,-10.8,43:07.0,0.01614
2025-7-7 21:11,0.311,-10.8,43:08.0,0.01657
2025-7-7 21:11,0.311,-10.8,43:09.0,0.01623
2025-7-7 21:11,0.311,-10.8,43:10.0,0.01592
2025-7-7 21:11,0.311,-10.8,43:11.0,0.01578
2025-7-7 21:12,0.311,-10.8,43:12.0,0.01557
2025-7-7 21:12,0.311,-10.8,43:13.0,0.01619
2025-7-7 21:12,0.311,-10.8,43:14.0,0.01643
2025-7-7 21:12,0.311,-10.8,43:15.0,0.01651
2025-7-7 21:12,0.311,-10.8,43:16.0,0.01653
2025-7-7 21:12,0.311,-10.8,43:17.0,0.01678
2025-7-7 21:13,0.311,-10.8,43:18.0,0.01669
2025-7-7 21:13,0.311,-10.7,43:19.0,0.01652
2025-7-7 21:13,0.311,-10.7,43:20.0,0.01627
2025-7-7 21:13,0.311,-10.7,43:21.0,0.01674
2025-7-7 21:13,0.311,-10.7,43:22.0,0.01684
2025-7-7 21:13,0.311,-10.7,43:23.0,0.01694
2025-7-7 21:14,0.311,-10.7,43:24.0,0.01713
2025-7-7 21:14,0.311,-10.7,43:25.0,0.01708
2025-7-7 21:14,0.311,-10.7,43:26.0,0.01721
2025-7-7 21:14,0.311,-10.7,43:27.0,0.01734
2025-7-7 21:14,0.311,-10.7,43:28.0,0.01672
2025-7-7 21:14,0.312,-10.7,43:29.0,0.01692
2025-7-7 21:15,0.311,-10.7,43:30.0,0.01714
2025-7-7 21:15,0.312,-10.7,43:31.0,0.01701
2025-7-7 21:15,0.312,-10.6,43:32.0,0.01703
2025-7-7 21:15,0.311,-10.6,43:33.0,0.01685
2025-7-7 21:15,0.312,-10.6,43:34.0,0.017
2025-7-7 21:15,0.312,-10.6,43:35.0,0.01715
2025-7-7 21:16,0.311,-10.6,43:36.0,0.01681
2025-7-7 21:16,0.312,-10.6,43:37.0,0.01659
2025-7-7 21:16,0.312,-10.6,43:38.0,0.01721
2025-7-7 21:16,0.311,-10.6,43:39.0,0.01713
2025-7-7 21:16,0.312,-10.6,43:40.0,0.01699
2025-7-7 21:16,0.311,-10.6,43:41.0,0.01697
2025-7-7 21:17,0.312,-10.6,43:42.0,0.01694
2025-7-7 21:17,0.311,-10.6,43:43.0,0.01706
2025-7-7 21:17,0.312,-10.6,43:44.0,0.01649
2025-7-7 21:17,0.311,-10.6,43:45.0,0.01631
2025-7-7 21:17,0.311,-10.6,43:46.0,0.01631
2025-7-7 21:17,0.312,-10.5,43:47.0,0.01605
2025-7-7 21:18,0.311,-10.5,43:48.0,0.01604
2025-7-7 21:18,0.312,-10.5,43:49.0,0.01609
2025-7-7 21:18,0.311,-10.5,43:50.0,0.01602
2025-7-7 21:18,0.312,-10.5,43:51.0,0.01603
