MS,-0.25,VWC,-0.25,PWP,-0.25
250719 14:21:00,20.8,2025-7-19 14:21,0.484,9:32,0.05247
250719 14:22:00,20.8,2025-7-19 14:22,0.483,9:32,0.05235
250719 14:22:00,20.8,2025-7-19 14:22,0.483,9:32,0.05229
250719 14:22:00,20.8,2025-7-19 14:22,0.483,9:32,0.05234
250719 14:22:00,20.8,2025-7-19 14:22,0.484,9:32,0.05212
250719 14:22:00,20.7,2025-7-19 14:22,0.485,9:32,0.05278
250719 14:22:00,20.8,2025-7-19 14:22,0.485,9:32,0.05282
250719 14:23:00,20.8,2025-7-19 14:23,0.484,9:32,0.0528
250719 14:23:00,20.8,2025-7-19 14:23,0.485,9:32,0.05255
250719 14:23:00,20.8,2025-7-19 14:23,0.485,9:32,0.05253
250719 14:23:00,20.8,2025-7-19 14:23,0.483,9:32,0.05245
250719 14:23:00,20.7,2025-7-19 14:23,0.485,9:32,0.05259
250719 14:23:00,20.7,2025-7-19 14:23,0.484,9:32,0.05256
250719 14:24:00,20.8,2025-7-19 14:24,0.485,9:32,0.05217
250719 14:24:00,20.8,2025-7-19 14:24,0.484,9:32,0.05225
250719 14:24:00,20.7,2025-7-19 14:24,0.483,9:32,0.05232
250719 14:24:00,20.7,2025-7-19 14:24,0.484,9:32,0.052
250719 14:24:00,20.7,2025-7-19 14:24,0.483,9:32,0.0524
250719 14:24:00,20.8,2025-7-19 14:24,0.484,9:32,0.0519
250719 14:25:00,20.7,2025-7-19 14:25,0.484,9:32,0.05217
250719 14:25:00,20.8,2025-7-19 14:25,0.485,9:32,0.05229
250719 14:25:00,20.7,2025-7-19 14:25,0.485,9:32,0.05216
250719 14:25:00,20.7,2025-7-19 14:25,0.485,9:32,0.05226
250719 14:25:00,20.7,2025-7-19 14:25,0.484,9:32,0.0523
250719 14:25:00,20.7,2025-7-19 14:25,0.485,9:32,0.052
250719 14:26:00,20.7,2025-7-19 14:26,0.484,9:32,0.05226
250719 14:26:00,20.7,2025-7-19 14:26,0.484,9:32,0.05264
250719 14:26:00,20.7,2025-7-19 14:26,0.484,9:32,0.05222
250719 14:26:00,20.7,2025-7-19 14:26,0.484,9:32,0.05273
250719 14:26:00,20.7,2025-7-19 14:26,0.485,9:32,0.05254
250719 14:26:00,20.7,2025-7-19 14:26,0.485,9:32,0.05262
250719 14:27:00,20.7,2025-7-19 14:27,0.484,9:32,0.05237
250719 14:27:00,20.7,2025-7-19 14:27,0.484,9:32,0.05244
250719 14:27:00,20.7,2025-7-19 14:27,0.484,9:32,0.05253
250719 14:27:00,20.7,2025-7-19 14:27,0.486,9:32,0.05255
250719 14:27:00,20.7,2025-7-19 14:27,0.485,9:32,0.05229
250719 14:27:00,20.7,2025-7-19 14:27,0.485,9:32,0.05245
250719 14:28:00,20.7,2025-7-19 14:28,0.485,9:32,0.05234
250719 14:28:00,20.7,2025-7-19 14:28,0.484,9:32,0.05228
250719 14:28:00,20.6,2025-7-19 14:28,0.484,9:32,0.05244
250719 14:28:00,20.7,2025-7-19 14:28,0.484,9:32,0.05262
250719 14:28:00,20.7,2025-7-19 14:28,0.485,9:32,0.05246
250719 14:28:00,20.7,2025-7-19 14:28,0.484,9:32,0.05228
250719 14:29:00,20.7,2025-7-19 14:29,0.485,9:32,0.05242
250719 14:29:00,20.6,2025-7-19 14:29,0.486,9:32,0.05255
250719 14:29:00,20.7,2025-7-19 14:29,0.485,9:32,0.05261
250719 14:29:00,20.7,2025-7-19 14:29,0.485,9:32,0.05266
250719 14:29:00,20.7,2025-7-19 14:29,0.486,9:32,0.05264
250719 14:29:00,20.7,2025-7-19 14:29,0.484,9:32,0.05276
250719 14:30:00,20.7,2025-7-19 14:30,0.485,9:33,0.05271
250719 14:30:00,20.7,2025-7-19 14:30,0.485,9:33,0.05287
250719 14:30:00,20.6,2025-7-19 14:30,0.485,9:33,0.05286
250719 14:30:00,20.6,2025-7-19 14:30,0.486,9:33,0.05268
250719 14:30:00,20.7,2025-7-19 14:30,0.485,9:33,0.05285
250719 14:30:00,20.6,2025-7-19 14:30,0.486,9:33,0.05277
250719 14:31:00,20.7,2025-7-19 14:31,0.486,9:33,0.0528
250719 14:31:00,20.6,2025-7-19 14:31,0.486,9:33,0.05283
250719 14:31:00,20.6,2025-7-19 14:31,0.486,9:33,0.05281
250719 14:31:00,20.6,2025-7-19 14:31,0.486,9:33,0.05281
250719 14:31:00,20.6,2025-7-19 14:31,0.485,9:33,0.05271
250719 14:31:00,20.6,2025-7-19 14:31,0.486,9:33,0.0529
250719 14:32:00,20.6,2025-7-19 14:32,0.484,9:33,0.05258
250719 14:32:00,20.6,2025-7-19 14:32,0.486,9:33,0.05265
250719 14:32:00,20.6,2025-7-19 14:32,0.485,9:33,0.05287
250719 14:32:00,20.6,2025-7-19 14:32,0.485,9:33,0.05297
250719 14:32:00,20.6,2025-7-19 14:32,0.485,9:33,0.05309
250719 14:32:00,20.6,2025-7-19 14:32,0.485,9:33,0.05283
250719 14:33:00,20.6,2025-7-19 14:33,0.486,9:33,0.05278
250719 14:33:00,20.6,2025-7-19 14:33,0.486,9:33,0.05259
250719 14:33:00,20.6,2025-7-19 14:33,0.486,9:33,0.05273
250719 14:33:00,20.6,2025-7-19 14:33,0.485,9:33,0.05273
250719 14:33:00,20.7,2025-7-19 14:33,0.485,9:33,0.05292
250719 14:33:00,20.6,2025-7-19 14:33,0.486,9:33,0.05313
250719 14:34:00,20.6,2025-7-19 14:34,0.485,9:33,0.05322
250719 14:34:00,20.6,2025-7-19 14:34,0.486,9:33,0.05285
250719 14:34:00,20.6,2025-7-19 14:34,0.486,9:33,0.05276
250719 14:34:00,20.6,2025-7-19 14:34,0.485,9:33,0.05276
250719 14:34:00,20.6,2025-7-19 14:34,0.485,9:33,0.05303
250719 14:34:00,20.6,2025-7-19 14:34,0.485,9:33,0.0532
250719 14:35:00,20.5,2025-7-19 14:35,0.485,9:33,0.05325
250719 14:35:00,20.6,2025-7-19 14:35,0.486,9:33,0.05348
250719 14:35:00,20.6,2025-7-19 14:35,0.485,9:33,0.05311
250719 14:35:00,20.6,2025-7-19 14:35,0.485,9:33,0.05311
250719 14:35:00,20.6,2025-7-19 14:35,0.487,9:33,0.05343
250719 14:35:00,20.6,2025-7-19 14:35,0.485,9:33,0.05366
250719 14:36:00,20.6,2025-7-19 14:36,0.485,9:33,0.05353
250719 14:36:00,20.5,2025-7-19 14:36,0.486,9:33,0.05353
250719 14:36:00,20.6,2025-7-19 14:36,0.485,9:33,0.05375
250719 14:36:00,20.5,2025-7-19 14:36,0.486,9:33,0.05346
250719 14:36:00,20.6,2025-7-19 14:36,0.486,9:33,0.05349
250719 14:36:00,20.6,2025-7-19 14:36,0.486,9:33,0.05354
250719 14:37:00,20.6,2025-7-19 14:37,0.486,9:33,0.0533
250719 14:37:00,20.5,2025-7-19 14:37,0.486,9:33,0.05336
250719 14:37:00,20.6,2025-7-19 14:37,0.486,9:33,0.05338
250719 14:37:00,20.6,2025-7-19 14:37,0.487,9:33,0.05337
250719 14:37:00,20.6,2025-7-19 14:37,0.486,9:33,0.05325
250719 14:37:00,20.5,2025-7-19 14:37,0.486,9:33,0.05319
250719 14:38:00,20.5,2025-7-19 14:38,0.486,9:33,0.05336
250719 14:38:00,20.5,2025-7-19 14:38,0.487,9:33,0.05364
250719 14:38:00,20.5,2025-7-19 14:38,0.488,9:33,0.0537
250719 14:38:00,20.5,2025-7-19 14:38,0.487,9:33,0.05398
250719 14:38:00,20.5,2025-7-19 14:38,0.486,9:33,0.05372
250719 14:38:00,20.5,2025-7-19 14:38,0.486,9:33,0.054
250719 14:39:00,20.5,2025-7-19 14:39,0.486,9:33,0.05402
250719 14:39:00,20.5,2025-7-19 14:39,0.486,9:33,0.05432
250719 14:39:00,20.5,2025-7-19 14:39,0.486,9:33,0.05445
250719 14:39:00,20.5,2025-7-19 14:39,0.488,9:33,0.0545
250719 14:39:00,20.5,2025-7-19 14:39,0.486,9:33,0.05491
250719 14:39:00,20.5,2025-7-19 14:39,0.487,9:33,0.05477
250719 14:40:00,20.5,2025-7-19 14:40,0.486,9:34,0.05489
250719 14:40:00,20.5,2025-7-19 14:40,0.487,9:34,0.05479
250719 14:40:00,20.5,2025-7-19 14:40,0.487,9:34,0.05478
250719 14:40:00,20.5,2025-7-19 14:40,0.487,9:34,0.05413
250719 14:40:00,20.5,2025-7-19 14:40,0.487,9:34,0.05415
250719 14:40:00,20.5,2025-7-19 14:40,0.487,9:34,0.05415
250719 14:41:00,20.5,2025-7-19 14:41,0.485,9:34,0.05437
250719 14:41:00,20.5,2025-7-19 14:41,0.488,9:34,0.05465
250719 14:41:00,20.5,2025-7-19 14:41,0.488,9:34,0.05458
250719 14:41:00,20.5,2025-7-19 14:41,0.487,9:34,0.05445
250719 14:41:00,20.5,2025-7-19 14:41,0.487,9:34,0.05429
250719 14:41:00,20.4,2025-7-19 14:41,0.486,9:34,0.05447
250719 14:42:00,20.5,2025-7-19 14:42,0.487,9:34,0.05454
250719 14:42:00,20.5,2025-7-19 14:42,0.486,9:34,0.05462
250719 14:42:00,20.5,2025-7-19 14:42,0.486,9:34,0.05455
250719 14:42:00,20.5,2025-7-19 14:42,0.486,9:34,0.05479
250719 14:42:00,20.5,2025-7-19 14:42,0.488,9:34,0.05478
250719 14:42:00,20.4,2025-7-19 14:42,0.486,9:34,0.0547
250719 14:43:00,20.5,2025-7-19 14:43,0.487,9:34,0.05489
250719 14:43:00,20.4,2025-7-19 14:43,0.487,9:34,0.05484
250719 14:43:00,20.4,2025-7-19 14:43,0.487,9:34,0.05487
250719 14:43:00,20.4,2025-7-19 14:43,0.488,9:34,0.05517
250719 14:43:00,20.4,2025-7-19 14:43,0.488,9:34,0.05493
250719 14:43:00,20.4,2025-7-19 14:43,0.486,9:34,0.05519
250719 14:44:00,20.5,2025-7-19 14:44,0.488,9:34,0.05515
250719 14:44:00,20.4,2025-7-19 14:44,0.488,9:34,0.05504
250719 14:44:00,20.4,2025-7-19 14:44,0.488,9:34,0.05492
250719 14:44:00,20.4,2025-7-19 14:44,0.487,9:34,0.05495
250719 14:44:00,20.4,2025-7-19 14:44,0.488,9:34,0.05486
250719 14:44:00,20.5,2025-7-19 14:44,0.487,9:34,0.05483
250719 14:45:00,20.5,2025-7-19 14:45,0.487,9:34,0.05482
250719 14:45:00,20.4,2025-7-19 14:45,0.488,9:34,0.05496
250719 14:45:00,20.4,2025-7-19 14:45,0.487,9:34,0.05447
250719 14:45:00,20.4,2025-7-19 14:45,0.487,9:34,0.05457
250719 14:45:00,20.4,2025-7-19 14:45,0.487,9:34,0.05478
250719 14:45:00,20.4,2025-7-19 14:45,0.489,9:34,0.05471
250719 14:46:00,20.5,2025-7-19 14:46,0.488,9:34,0.05478
250719 14:46:00,20.5,2025-7-19 14:46,0.489,9:34,0.05484
250719 14:46:00,20.4,2025-7-19 14:46,0.488,9:34,0.05494
250719 14:46:00,20.4,2025-7-19 14:46,0.488,9:34,0.05487
250719 14:46:00,20.4,2025-7-19 14:46,0.488,9:34,0.05516
250719 14:46:00,20.4,2025-7-19 14:46,0.488,9:34,0.05521
250719 14:47:00,20.4,2025-7-19 14:47,0.489,9:34,0.05519
250719 14:47:00,20.4,2025-7-19 14:47,0.487,9:34,0.05497
250719 14:47:00,20.4,2025-7-19 14:47,0.488,9:34,0.05518
250719 14:47:00,20.4,2025-7-19 14:47,0.488,9:34,0.05528
250719 14:47:00,20.4,2025-7-19 14:47,0.488,9:34,0.05534
250719 14:47:00,20.4,2025-7-19 14:47,0.487,9:34,0.05552
250719 14:48:00,20.4,2025-7-19 14:48,0.487,9:34,0.05542
250719 14:48:00,20.4,2025-7-19 14:48,0.487,9:34,0.0557
250719 14:48:00,20.4,2025-7-19 14:48,0.489,9:34,0.05527
250719 14:48:00,20.4,2025-7-19 14:48,0.488,9:34,0.05578
250719 14:48:00,20.4,2025-7-19 14:48,0.489,9:34,0.05592
250719 14:48:00,20.3,2025-7-19 14:48,0.488,9:34,0.05542
250719 14:49:00,20.4,2025-7-19 14:49,0.488,9:34,0.05529
250719 14:49:00,20.4,2025-7-19 14:49,0.488,9:34,0.05561
250719 14:49:00,20.3,2025-7-19 14:49,0.488,9:34,0.05547
250719 14:49:00,20.3,2025-7-19 14:49,0.489,9:34,0.05592
250719 14:49:00,20.4,2025-7-19 14:49,0.489,9:34,0.05579
250719 14:49:00,20.3,2025-7-19 14:49,0.488,9:34,0.0558
250719 14:50:00,20.4,2025-7-19 14:50,0.488,9:35,0.05598
250719 14:50:00,20.3,2025-7-19 14:50,0.489,9:35,0.05591
250719 14:50:00,20.4,2025-7-19 14:50,0.489,9:35,0.05581
250719 14:50:00,20.4,2025-7-19 14:50,0.489,9:35,0.05577
250719 14:50:00,20.4,2025-7-19 14:50,0.488,9:35,0.05595
250719 14:50:00,20.4,2025-7-19 14:50,0.489,9:35,0.05602
250719 14:51:00,20.4,2025-7-19 14:51,0.488,9:35,0.05577
250719 14:51:00,20.4,2025-7-19 14:51,0.489,9:35,0.05573
250719 14:51:00,20.4,2025-7-19 14:51,0.488,9:35,0.05558
250719 14:51:00,20.3,2025-7-19 14:51,0.489,9:35,0.05543
250719 14:51:00,20.4,2025-7-19 14:51,0.488,9:35,0.0554
250719 14:51:00,20.3,2025-7-19 14:51,0.488,9:35,0.05551
250719 14:52:00,20.3,2025-7-19 14:52,0.488,9:35,0.05578
250719 14:52:00,20.3,2025-7-19 14:52,0.488,9:35,0.05605
250719 14:52:00,20.3,2025-7-19 14:52,0.488,9:35,0.0556
250719 14:52:00,20.3,2025-7-19 14:52,0.488,9:35,0.05532
250719 14:52:00,20.3,2025-7-19 14:52,0.489,9:35,0.05573
250719 14:52:00,20.3,2025-7-19 14:52,0.49,9:35,0.05572
250719 14:53:00,20.4,2025-7-19 14:53,0.489,9:35,0.05583
250719 14:53:00,20.3,2025-7-19 14:53,0.489,9:35,0.05591
250719 14:53:00,20.3,2025-7-19 14:53,0.489,9:35,0.05604
250719 14:53:00,20.3,2025-7-19 14:53,0.489,9:35,0.05554
250719 14:53:00,20.3,2025-7-19 14:53,0.489,9:35,0.05559
250719 14:53:00,20.3,2025-7-19 14:53,0.489,9:35,0.05558
250719 14:54:00,20.3,2025-7-19 14:54,0.49,9:35,0.05569
250719 14:54:00,20.3,2025-7-19 14:54,0.488,9:35,0.05575
250719 14:54:00,20.3,2025-7-19 14:54,0.49,9:35,0.05606
250719 14:54:00,20.3,2025-7-19 14:54,0.49,9:35,0.05642
250719 14:54:00,20.3,2025-7-19 14:54,0.49,9:35,0.05589
250719 14:54:00,20.3,2025-7-19 14:54,0.49,9:35,0.05588
250719 14:55:00,20.3,2025-7-19 14:55,0.489,9:35,0.05601
250719 14:55:00,20.3,2025-7-19 14:55,0.489,9:35,0.05613
250719 14:55:00,20.3,2025-7-19 14:55,0.49,9:35,0.05594
250719 14:55:00,20.3,2025-7-19 14:55,0.49,9:35,0.05564
250719 14:55:00,20.3,2025-7-19 14:55,0.489,9:35,0.05595
250719 14:55:00,20.3,2025-7-19 14:55,0.489,9:35,0.05584
250719 14:56:00,20.3,2025-7-19 14:56,0.489,9:35,0.05622
250719 14:56:00,20.3,2025-7-19 14:56,0.488,9:35,0.05576
250719 14:56:00,20.3,2025-7-19 14:56,0.489,9:35,0.05569
250719 14:56:00,20.3,2025-7-19 14:56,0.489,9:35,0.05597
250719 14:56:00,20.2,2025-7-19 14:56,0.49,9:35,0.05559
250719 14:56:00,20.3,2025-7-19 14:56,0.491,9:35,0.05635
250719 14:57:00,20.2,2025-7-19 14:57,0.489,9:35,0.05604
250719 14:57:00,20.3,2025-7-19 14:57,0.49,9:35,0.05585
250719 14:57:00,20.3,2025-7-19 14:57,0.489,9:35,0.05573
250719 14:57:00,20.3,2025-7-19 14:57,0.489,9:35,0.05574
250719 14:57:00,20.2,2025-7-19 14:57,0.489,9:35,0.05545
250719 14:57:00,20.2,2025-7-19 14:57,0.49,9:35,0.05557
250719 14:58:00,20.2,2025-7-19 14:58,0.489,9:35,0.05529
250719 14:58:00,20.2,2025-7-19 14:58,0.489,9:35,0.05506
250719 14:58:00,20.3,2025-7-19 14:58,0.489,9:35,0.0557
250719 14:58:00,20.2,2025-7-19 14:58,0.489,9:35,0.05567
250719 14:58:00,20.2,2025-7-19 14:58,0.491,9:35,0.05529
250719 14:58:00,20.2,2025-7-19 14:58,0.49,9:35,0.05556
250719 14:59:00,20.2,2025-7-19 14:59,0.491,9:35,0.05574
250719 14:59:00,20.2,2025-7-19 14:59,0.49,9:35,0.05562
250719 14:59:00,20.2,2025-7-19 14:59,0.49,9:35,0.05604
250719 14:59:00,20.2,2025-7-19 14:59,0.489,9:35,0.05617
250719 14:59:00,20.2,2025-7-19 14:59,0.491,9:35,0.05592
250719 14:59:00,20.2,2025-7-19 14:59,0.49,9:35,0.05662
250719 15:00:00,20.2,2025-7-19 15:00,0.489,9:36,0.05625
250719 15:00:00,20.2,2025-7-19 15:00,0.491,9:36,0.05605
250719 15:00:00,20.2,2025-7-19 15:00,0.49,9:36,0.05655
250719 15:00:00,20.2,2025-7-19 15:00,0.49,9:36,0.05685
250719 15:00:00,20.2,2025-7-19 15:00,0.49,9:36,0.05657
250719 15:00:00,20.2,2025-7-19 15:00,0.49,9:36,0.05684
250719 15:01:00,20.2,2025-7-19 15:01,0.49,9:36,0.05668
250719 15:01:00,20.2,2025-7-19 15:01,0.49,9:36,0.05683
250719 15:01:00,20.3,2025-7-19 15:01,0.489,9:36,0.05688
250719 15:01:00,20.2,2025-7-19 15:01,0.489,9:36,0.05662
250719 15:01:00,20.2,2025-7-19 15:01,0.49,9:36,0.05659
250719 15:01:00,20.2,2025-7-19 15:01,0.491,9:36,0.05639
250719 15:02:00,20.2,2025-7-19 15:02,0.491,9:36,0.05628
250719 15:02:00,20.2,2025-7-19 15:02,0.49,9:36,0.05659
250719 15:02:00,20.2,2025-7-19 15:02,0.49,9:36,0.05697
250719 15:02:00,20.2,2025-7-19 15:02,0.489,9:36,0.05691
250719 15:02:00,20.2,2025-7-19 15:02,0.492,9:36,0.05675
250719 15:02:00,20.2,2025-7-19 15:02,0.49,9:36,0.0573
250719 15:03:00,20.2,2025-7-19 15:03,0.492,9:36,0.05703
250719 15:03:00,20.2,2025-7-19 15:03,0.49,9:36,0.05702
250719 15:03:00,20.1,2025-7-19 15:03,0.49,9:36,0.05719
250719 15:03:00,20.1,2025-7-19 15:03,0.491,9:36,0.05768
250719 15:03:00,20.2,2025-7-19 15:03,0.49,9:36,0.05758
250719 15:03:00,20.2,2025-7-19 15:03,0.492,9:36,0.05754
250719 15:04:00,20.2,2025-7-19 15:04,0.49,9:36,0.05729
250719 15:04:00,20.2,2025-7-19 15:04,0.49,9:36,0.05758
250719 15:04:00,20.2,2025-7-19 15:04,0.491,9:36,0.05769
250719 15:04:00,20.2,2025-7-19 15:04,0.49,9:36,0.05765
250719 15:04:00,20.2,2025-7-19 15:04,0.492,9:36,0.05759
250719 15:04:00,20.1,2025-7-19 15:04,0.49,9:36,0.05763
250719 15:05:00,20.1,2025-7-19 15:05,0.491,9:36,0.05759
250719 15:05:00,20.2,2025-7-19 15:05,0.49,9:36,0.0578
250719 15:05:00,20.2,2025-7-19 15:05,0.491,9:36,0.05754
250719 15:05:00,20.2,2025-7-19 15:05,0.492,9:36,0.05772
250719 15:05:00,20.1,2025-7-19 15:05,0.492,9:36,0.05715
250719 15:05:00,20.2,2025-7-19 15:05,0.49,9:36,0.05706
250719 15:06:00,20.2,2025-7-19 15:06,0.491,9:36,0.05754
250719 15:06:00,20.2,2025-7-19 15:06,0.492,9:36,0.05768
250719 15:06:00,20.2,2025-7-19 15:06,0.49,9:36,0.05762
250719 15:06:00,20.2,2025-7-19 15:06,0.49,9:36,0.05714
250719 15:06:00,20.1,2025-7-19 15:06,0.491,9:36,0.05671
250719 15:06:00,20.1,2025-7-19 15:06,0.492,9:36,0.05705
250719 15:07:00,20.1,2025-7-19 15:07,0.492,9:36,0.05717
250719 15:07:00,20.1,2025-7-19 15:07,0.491,9:36,0.05702
250719 15:07:00,20.1,2025-7-19 15:07,0.491,9:36,0.05686
250719 15:07:00,20.1,2025-7-19 15:07,0.491,9:36,0.05664
250719 15:07:00,20.2,2025-7-19 15:07,0.492,9:36,0.05694
250719 15:07:00,20.1,2025-7-19 15:07,0.492,9:36,0.05688
250719 15:08:00,20.1,2025-7-19 15:08,0.492,9:36,0.05699
250719 15:08:00,20.2,2025-7-19 15:08,0.492,9:36,0.05671
250719 15:08:00,20.2,2025-7-19 15:08,0.491,9:36,0.05665
250719 15:08:00,20.2,2025-7-19 15:08,0.491,9:36,0.05655
250719 15:08:00,20.1,2025-7-19 15:08,0.492,9:36,0.05657
250719 15:08:00,20.1,2025-7-19 15:08,0.491,9:36,0.0564
250719 15:09:00,20.1,2025-7-19 15:09,0.49,9:36,0.05597
250719 15:09:00,20.1,2025-7-19 15:09,0.491,9:36,0.05664
250719 15:09:00,20.1,2025-7-19 15:09,0.492,9:36,0.05613
250719 15:09:00,20.1,2025-7-19 15:09,0.491,9:36,0.05649
250719 15:09:00,20.1,2025-7-19 15:09,0.492,9:36,0.05658
250719 15:09:00,20.1,2025-7-19 15:09,0.492,9:36,0.05647
250719 15:10:00,20.1,2025-7-19 15:10,0.491,9:37,0.05637
250719 15:10:00,20.1,2025-7-19 15:10,0.491,9:37,0.05674
250719 15:10:00,20.1,2025-7-19 15:10,0.492,9:37,0.05671
250719 15:10:00,20.1,2025-7-19 15:10,0.493,9:37,0.05676
250719 15:10:00,20.1,2025-7-19 15:10,0.492,9:37,0.05673
250719 15:10:00,20.1,2025-7-19 15:10,0.492,9:37,0.05697
250719 15:11:00,20.1,2025-7-19 15:11,0.492,9:37,0.05663
250719 15:11:00,20.1,2025-7-19 15:11,0.492,9:37,0.05664
250719 15:11:00,20.1,2025-7-19 15:11,0.492,9:37,0.05662
250719 15:11:00,20.1,2025-7-19 15:11,0.492,9:37,0.05604
250719 15:11:00,20.1,2025-7-19 15:11,0.49,9:37,0.05575
250719 15:11:00,20.1,2025-7-19 15:11,0.492,9:37,0.05584
250719 15:12:00,20.1,2025-7-19 15:12,0.493,9:37,0.05588
250719 15:12:00,20.1,2025-7-19 15:12,0.492,9:37,0.05584
250719 15:12:00,20.1,2025-7-19 15:12,0.492,9:37,0.05589
250719 15:12:00,20.1,2025-7-19 15:12,0.492,9:37,0.05582
250719 15:12:00,20.1,2025-7-19 15:12,0.492,9:37,0.05546
250719 15:12:00,20.1,2025-7-19 15:12,0.492,9:37,0.05594
250719 15:13:00,20.1,2025-7-19 15:13,0.493,9:37,0.05586
250719 15:13:00,20,2025-7-19 15:13,0.492,9:37,0.05593
250719 15:13:00,20,2025-7-19 15:13,0.492,9:37,0.05595
250719 15:13:00,20,2025-7-19 15:13,0.493,9:37,0.05596
250719 15:13:00,20.1,2025-7-19 15:13,0.492,9:37,0.05615
250719 15:13:00,20.1,2025-7-19 15:13,0.493,9:37,0.05689
250719 15:14:00,20.1,2025-7-19 15:14,0.492,9:37,0.0569
250719 15:14:00,20.1,2025-7-19 15:14,0.492,9:37,0.05672
250719 15:14:00,20.1,2025-7-19 15:14,0.492,9:37,0.05634
250719 15:14:00,20,2025-7-19 15:14,0.493,9:37,0.05676
250719 15:14:00,20,2025-7-19 15:14,0.493,9:37,0.0569
250719 15:14:00,20.1,2025-7-19 15:14,0.493,9:37,0.0572
250719 15:15:00,20,2025-7-19 15:15,0.492,9:37,0.05769
250719 15:15:00,20.1,2025-7-19 15:15,0.492,9:37,0.05771
250719 15:15:00,20,2025-7-19 15:15,0.492,9:37,0.05833
250719 15:15:00,20.1,2025-7-19 15:15,0.493,9:37,0.05872
250719 15:15:00,20,2025-7-19 15:15,0.492,9:37,0.05892
250719 15:15:00,20.1,2025-7-19 15:15,0.492,9:37,0.05931
250719 15:16:00,20,2025-7-19 15:16,0.492,9:37,0.0592
250719 15:16:00,20.1,2025-7-19 15:16,0.494,9:37,0.05922
250719 15:16:00,20.1,2025-7-19 15:16,0.493,9:37,0.05893
250719 15:16:00,20,2025-7-19 15:16,0.492,9:37,0.05897
250719 15:16:00,20,2025-7-19 15:16,0.493,9:37,0.05909
250719 15:16:00,20,2025-7-19 15:16,0.493,9:37,0.0587
250719 15:17:00,20,2025-7-19 15:17,0.492,9:37,0.0583
250719 15:17:00,20,2025-7-19 15:17,0.493,9:37,0.05812
250719 15:17:00,20.1,2025-7-19 15:17,0.494,9:37,0.05773
250719 15:17:00,20,2025-7-19 15:17,0.493,9:37,0.05795
250719 15:17:00,20,2025-7-19 15:17,0.492,9:37,0.05738
250719 15:17:00,20,2025-7-19 15:17,0.492,9:37,0.05736
250719 15:18:00,20,2025-7-19 15:18,0.493,9:37,0.05715
250719 15:18:00,20,2025-7-19 15:18,0.494,9:37,0.05691
250719 15:18:00,20.1,2025-7-19 15:18,0.493,9:37,0.05668
250719 15:18:00,20,2025-7-19 15:18,0.493,9:37,0.05659
250719 15:18:00,20,2025-7-19 15:18,0.494,9:37,0.05626
250719 15:18:00,20,2025-7-19 15:18,0.492,9:37,0.05636
250719 15:19:00,20,2025-7-19 15:19,0.494,9:37,0.05606
250719 15:19:00,20,2025-7-19 15:19,0.493,9:37,0.05588
250719 15:19:00,20,2025-7-19 15:19,0.493,9:37,0.05571
250719 15:19:00,20,2025-7-19 15:19,0.494,9:37,0.05557
250719 15:19:00,20,2025-7-19 15:19,0.492,9:37,0.05553
250719 15:19:00,20,2025-7-19 15:19,0.493,9:37,0.05496
250719 15:20:00,20,2025-7-19 15:20,0.493,9:38,0.05555
250719 15:20:00,20,2025-7-19 15:20,0.494,9:38,0.0551
250719 15:20:00,20,2025-7-19 15:20,0.494,9:38,0.05455
250719 15:20:00,20,2025-7-19 15:20,0.493,9:38,0.05449
250719 15:20:00,20,2025-7-19 15:20,0.493,9:38,0.05444
250719 15:20:00,20.1,2025-7-19 15:20,0.494,9:38,0.05447
250719 15:21:00,20,2025-7-19 15:21,0.494,9:38,0.05448
250719 15:21:00,20,2025-7-19 15:21,0.493,9:38,0.05373
250719 15:21:00,20,2025-7-19 15:21,0.494,9:38,0.05401
250719 15:21:00,20,2025-7-19 15:21,0.492,9:38,0.05416
250719 15:21:00,20,2025-7-19 15:21,0.494,9:38,0.05387
250719 15:21:00,20,2025-7-19 15:21,0.494,9:38,0.05376
250719 15:22:00,20,2025-7-19 15:22,0.494,9:38,0.05361
250719 15:22:00,20,2025-7-19 15:22,0.495,9:38,0.05371
250719 15:22:00,20,2025-7-19 15:22,0.493,9:38,0.0535
250719 15:22:00,20,2025-7-19 15:22,0.493,9:38,0.05367
250719 15:22:00,20,2025-7-19 15:22,0.494,9:38,0.05341
250719 15:22:00,19.9,2025-7-19 15:22,0.493,9:38,0.05349
250719 15:23:00,19.9,2025-7-19 15:23,0.493,9:38,0.05331
250719 15:23:00,20,2025-7-19 15:23,0.494,9:38,0.0535
250719 15:23:00,20,2025-7-19 15:23,0.493,9:38,0.05347
250719 15:23:00,19.9,2025-7-19 15:23,0.494,9:38,0.053
250719 15:23:00,19.9,2025-7-19 15:23,0.494,9:38,0.05323
250719 15:23:00,19.9,2025-7-19 15:23,0.493,9:38,0.05369
250719 15:24:00,20,2025-7-19 15:24,0.493,9:38,0.05329
250719 15:24:00,19.9,2025-7-19 15:24,0.494,9:38,0.05327
250719 15:24:00,20,2025-7-19 15:24,0.494,9:38,0.05352
250719 15:24:00,19.9,2025-7-19 15:24,0.494,9:38,0.05329
250719 15:24:00,19.9,2025-7-19 15:24,0.493,9:38,0.05333
250719 15:24:00,19.9,2025-7-19 15:24,0.494,9:38,0.05335
250719 15:25:00,19.9,2025-7-19 15:25,0.494,9:38,0.05293
